X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,TypeOfDefects
75,154,2595328,2595429,2791,332,207,353617,114,140,1400,0,1,40,0.1071,0.6502,0.7822,0.0564,0.2379,0.4879,1,3.4458,1.8976,2.0043,0.2178,-0.0102,1,3
1417,1437,5948468,5948472,56,26,6,7143,116,140,1652,1,0,69,0.2603,0.3,0.2,0.0121,0.7692,0.6667,0,1.7482,1.301,0.6021,-0.8,-0.0035,0.1852,5
1365,1374,4174907,4174926,115,9,19,9441,44,109,1387,0,1,50,0.0188,0.3275,0.4737,0.0065,1,1,1,2.0607,0.9542,1.2787,0.5263,-0.3586,0.2942,7
39,58,933630,933641,100,30,16,12817,123,140,1398,0,1,40,0.0558,0.5215,0.5789,0.0136,0.6333,0.6875,0,2,1.2787,1.0414,-0.4211,0.0013,0.3494,3
49,71,573049,573118,884,106,98,83716,77,118,1356,1,0,70,0.0723,0.4177,0.3188,0.0162,0.2076,0.7041,1,2.9464,1.3424,1.8389,0.6812,-0.2601,0.9997,2
557,570,2425687,2425716,261,28,29,28261,91,126,1358,0,1,40,0.8203,0.3077,0.4483,0.0096,0.4643,1,1,2.4166,1.1139,1.4624,0.5517,-0.1541,0.6221,1
1023,1033,403757,403767,53,14,11,4834,79,116,1358,1,0,300,0.4787,0.47,1,0.0074,0.7143,0.9091,0.5,1.7243,1,1,0,-0.2874,0.2061,7
159,168,953888,953896,54,9,8,6942,116,143,1687,1,0,100,0.1885,0.25,0.8889,0.0053,1,1,0,1.7324,0.9542,0.9031,-0.1111,0.0043,0.1773,7
43,230,830512,830692,18896,768,507,2225392,22,142,1404,0,1,40,0.0613,0.4386,0.9626,0.1332,0.2435,0.355,0,4.2764,2.2718,2.2553,-0.0374,-0.0799,1,3
41,198,430771,430836,6376,200,110,659058,54,127,1360,0,1,40,0.0603,0.3752,0.414,0.1154,0.785,0.5909,0,3.8045,2.1959,1.8129,-0.586,-0.1925,1,3
41,211,1626575,1626636,5706,266,139,590664,43,124,1356,0,1,40,0.0605,0.4498,0.3588,0.1254,0.6391,0.4388,0,3.7563,2.2304,1.7853,-0.6412,-0.1913,1,3
41,214,2896951,2897015,6509,274,139,682403,41,126,1358,0,1,40,0.0604,0.4121,0.3699,0.1274,0.6314,0.4604,0,3.8135,2.238,1.8062,-0.6301,-0.1809,1,3
52,174,281656,281703,3703,187,94,384266,37,126,1362,0,1,40,0.0764,0.3542,0.3853,0.0896,0.6524,0.5,0,3.5686,2.0864,1.6721,-0.6148,-0.1893,1,3
808,816,161967,161984,103,13,17,11430,97,126,1666,0,1,40,0.97,0.2427,0.4706,0.0048,0.6154,1,1,2.0128,0.9031,1.2305,0.5294,-0.133,0.2482,1
623,632,2030688,2030738,319,31,50,36546,101,133,1364,0,1,100,0.9135,0.2911,0.18,0.0066,0.2903,1,1,2.5038,0.9542,1.699,0.82,-0.105,0.7281,5
625,636,1970774,1970877,716,74,103,80541,97,134,1364,0,1,100,0.9164,0.3681,0.1068,0.0081,0.1487,1,1,2.8549,1.0414,2.0128,0.8932,-0.1212,0.9961,5
1345,1358,5550892,5550899,51,14,11,6525,120,141,1650,1,0,69,0.3539,0.4396,0.5385,0.0079,0.9286,0.6364,0,1.7076,1.1139,0.8451,-0.4615,-0.0005,0.1965,6
1325,1332,1564451,1564476,97,19,25,11608,111,133,1354,0,1,40,0.0325,0.4457,0.28,0.0052,0.3684,1,1,1.9868,0.8451,1.3979,0.72,-0.0651,0.2998,5
41,211,2041748,2041815,6499,263,137,676562,43,125,1356,0,1,40,0.0605,0.4294,0.3941,0.1254,0.6464,0.4891,0,3.8128,2.2304,1.8261,-0.6059,-0.1867,1,3
244,261,184455,184498,460,49,44,46972,86,111,1692,0,1,300,0.2884,0.3707,0.3954,0.01,0.3469,0.9773,1,2.6628,1.2305,1.6335,0.6047,-0.2022,0.9457,7
1245,1263,1349778,1349811,383,37,33,41476,97,125,1360,1,0,100,0.1426,0.3552,0.5454,0.0132,0.4865,1,1,2.5832,1.2553,1.5185,0.4545,-0.154,0.8749,6
593,603,3384541,3384556,101,15,15,11431,99,125,1376,0,1,40,0.8619,0.3267,0.6667,0.0073,0.6667,1,1,2.0043,1,1.1761,0.3333,-0.1158,0.266,6
39,216,2662735,2662807,6664,328,172,690169,33,124,1358,0,1,40,0.0574,0.4771,0.4068,0.1303,0.5396,0.4186,0,3.8237,2.248,1.8573,-0.5932,-0.1909,1,3
39,51,66522,66578,436,41,56,39043,71,117,1354,1,0,70,0.0576,0.3512,0.2143,0.0089,0.2927,1,1,2.6395,1.0792,1.7482,0.7857,-0.3004,0.9216,2
1164,1197,79360,79387,434,76,51,47440,97,127,1358,0,1,40,0.2371,0.5129,0.8182,0.0243,0.4342,0.5294,0,2.6375,1.5185,1.4314,-0.1818,-0.146,0.9806,7
355,461,2203324,2203335,527,118,44,62384,110,134,1358,0,1,40,0.5228,0.548,0.1038,0.0781,0.8983,0.25,0,2.7218,2.0253,1.0414,-0.8962,-0.0752,0.9969,7
705,727,5071808,5071831,282,38,27,30746,77,126,1356,1,0,200,0.9277,0.4427,0.9565,0.0162,0.5789,0.8518,1,2.4502,1.3424,1.3617,0.0435,-0.1482,0.7955,7
1120,1141,350893,350910,261,27,17,29526,88,132,1356,0,1,40,0.3171,0.2689,0.8095,0.0155,0.7778,1,0,2.4166,1.3222,1.2305,-0.1905,-0.1162,0.5903,6
15,22,2857887,2857900,71,11,13,6657,81,108,1350,1,0,70,0.0222,0.2198,0.5385,0.0052,0.6364,1,1,1.8513,0.8451,1.1139,0.4615,-0.2675,0.1965,2
1214,1222,737538,737568,147,28,31,16908,105,133,1362,0,1,175,0.2056,0.3875,0.2667,0.0059,0.2857,0.9677,1,2.1673,0.9031,1.4771,0.7333,-0.1014,0.3977,2
41,214,2566935,2566997,6075,242,131,633606,47,127,1358,0,1,40,0.0604,0.4336,0.3584,0.1274,0.7149,0.4733,0,3.7836,2.238,1.7924,-0.6416,-0.1852,1,3
550,558,2426501,2426519,109,15,18,12587,103,135,1708,1,0,100,0.644,0.2431,0.4444,0.0047,0.5333,1,1,2.0374,0.9031,1.2553,0.5556,-0.0978,0.2583,7
791,833,4104160,4104163,59,42,8,7281,97,150,1690,1,0,70,0.9361,0.5318,0.0714,0.0248,1,0.375,0,1.7708,1.6233,0.4771,-0.9286,-0.0359,0.2359,7
133,149,3778014,3778041,231,25,27,21300,67,124,1364,1,0,200,0.195,0.4653,0.5926,0.0117,0.64,1,1,2.3636,1.2041,1.4314,0.4074,-0.2796,0.7037,6
42,55,1798152,1798172,170,25,21,16633,84,116,1356,1,0,70,0.0619,0.3462,0.65,0.0096,0.52,0.9524,1,2.2304,1.1139,1.301,0.35,-0.2356,0.43,2
853,872,135196,135298,892,59,104,181730,68,236,1387,0,1,40,0.7426,0.5397,0.1863,0.0137,0.322,0.9808,1,2.9504,1.2787,2.0086,0.8137,0.5917,1,3
93,103,4630871,4630888,108,17,17,12886,102,135,1648,1,0,80,0.1129,0.3647,0.5882,0.0061,0.5882,1,1,2.0334,1,1.2305,0.4118,-0.0679,0.2928,6
811,823,3096621,3096632,86,15,11,9203,91,124,1356,1,0,70,0.7861,0.3485,0.9167,0.0088,0.8,1,0,1.9345,1.0792,1.0414,-0.0833,-0.164,0.2432,7
860,883,61614,61648,563,36,34,58906,83,133,1306,0,1,40,0.6478,0.2801,0.6765,0.0176,0.6389,1,1,2.7505,1.3617,1.5315,0.3235,-0.1826,0.9608,6
1595,1611,1594430,1594517,794,59,87,84410,62,127,1696,0,1,90,0.1002,0.4296,0.1839,0.0094,0.2712,1,1,2.8998,1.2041,1.9395,0.8161,-0.1694,0.9993,1
279,290,119026,119036,86,15,10,7987,73,109,1694,0,1,60,0.3294,0.2182,0.9091,0.0065,0.7333,1,0,1.9345,1.0414,1,-0.0909,-0.2744,0.2173,7
570,585,155584,155593,74,16,11,15069,196,210,1387,0,1,40,0.8219,0.4518,0.6,0.0108,0.9375,0.8182,0,1.8692,1.1761,0.9542,-0.4,0.5909,0.2469,3
519,528,14524,14551,160,22,29,12173,70,86,1394,0,1,220,0.7446,0.3416,0.3333,0.0065,0.4091,0.931,1,2.2041,0.9542,1.4314,0.6667,-0.4056,0.4025,7
1677,1686,1846237,1846251,93,13,14,5606,42,84,1692,1,0,70,0.0071,0.2619,0.6429,0.0053,0.6923,1,1,1.9685,0.9542,1.1461,0.3571,-0.5291,0.2359,7
98,108,1889430,1889440,51,15,10,5546,99,124,1356,1,0,70,0.1445,0.49,1,0.0074,0.6667,1,0.5,1.7076,1,1,0,-0.1504,0.2061,2
129,140,970962,970972,66,14,10,7537,101,131,1684,1,0,60,0.1532,0.4,0.9091,0.0065,0.7857,1,0,1.8195,1.0414,1,-0.0909,-0.1078,0.2173,6
228,253,3458746,3458793,561,57,50,60112,61,124,1362,0,1,40,0.3348,0.5225,0.5319,0.0184,0.4386,0.94,1,2.749,1.3979,1.6721,0.4681,-0.1629,0.997,6
1089,1098,902188,902203,73,12,16,6996,80,124,1360,1,0,300,0.3853,0.4593,0.6,0.0066,0.75,0.9375,1,1.8633,0.9542,1.1761,0.4,-0.2513,0.2469,7
47,182,270999,271050,3786,196,102,391378,40,126,1362,0,1,40,0.069,0.4501,0.3778,0.0991,0.6888,0.5,0,3.5782,2.1303,1.7076,-0.6222,-0.1924,1,3
732,793,78207,78276,2358,104,101,233778,49,124,1387,0,1,40,0.8565,0.4398,0.8841,0.044,0.5865,0.6832,1,3.3725,1.7853,1.8389,0.1159,-0.2254,1,3
39,195,601086,601148,5786,202,106,600867,41,124,1358,0,1,40,0.0574,0.4018,0.3974,0.1149,0.7723,0.5849,0,3.7624,2.1931,1.7924,-0.6026,-0.1887,1,3
68,103,149046,149092,521,90,54,62926,104,135,1354,1,0,70,0.1004,0.6764,0.7609,0.0258,0.3889,0.8518,1,2.7168,1.5441,1.6628,0.2391,-0.0564,0.9998,2
1140,1147,2379116,2379129,58,9,13,6567,100,132,1690,1,0,60,0.6426,0.3626,0.5385,0.0041,0.7778,1,1,1.7634,0.8451,1.1139,0.4615,-0.1154,0.1965,1
89,151,2584705,2584775,1909,175,125,245067,120,140,1400,0,1,40,0.1271,0.5601,0.8857,0.0443,0.3543,0.56,1,3.2808,1.7924,1.8451,0.1143,0.0029,1,3
39,188,1597511,1597679,13612,579,357,1577022,30,141,1400,0,1,40,0.0557,0.4562,0.8869,0.1064,0.2573,0.4706,1,4.1339,2.1732,2.2253,0.1131,-0.0949,1,3
979,989,891060,891079,107,18,19,12543,110,132,1372,0,1,40,0.5583,0.4368,0.5263,0.0073,0.5556,1,1,2.0294,1,1.2787,0.4737,-0.0842,0.3212,7
1643,1681,951875,951917,822,88,63,70737,71,101,1692,1,0,70,0.013,0.485,0.9048,0.0225,0.4318,0.6667,1,2.9149,1.5798,1.6233,0.0952,-0.3277,0.9998,6
919,928,578380,578392,88,10,13,14808,148,182,1387,0,1,40,0.6619,0.1852,0.75,0.0065,0.9,0.9231,1,1.9445,0.9542,1.0792,0.25,0.3146,0.215,3
172,179,1072228,1072248,74,19,20,8027,98,119,1354,1,0,70,0.2541,0.4714,0.35,0.0052,0.3684,1,1,1.8692,0.8451,1.301,0.65,-0.1525,0.2532,2
46,178,189330,189384,4130,197,98,432500,37,132,1360,0,1,40,0.0676,0.4206,0.4091,0.0971,0.6701,0.551,0,3.616,2.1206,1.7324,-0.5909,-0.1819,1,3
221,242,3948212,3948253,519,33,41,48309,65,124,1360,1,0,200,0.325,0.3972,0.5122,0.0154,0.6364,1,1,2.7152,1.3222,1.6128,0.4878,-0.2728,0.9765,6
41,213,2290146,2290212,5753,291,160,602131,40,125,1358,0,1,40,0.0604,0.4932,0.3837,0.1267,0.5911,0.4125,0,3.7599,2.2355,1.8195,-0.6163,-0.1823,1,3
203,220,105382,105408,188,43,36,17560,86,101,1392,0,1,220,0.2917,0.5747,0.6539,0.0122,0.3954,0.7222,1,2.2742,1.2305,1.415,0.3462,-0.2703,0.7174,7
1043,1053,1082240,1082248,64,12,8,7296,97,132,1687,1,0,80,0.7516,0.2,0.8,0.0059,0.8333,1,0,1.8062,1,0.9031,-0.2,-0.1094,0.1852,7
619,630,2122174,2122284,653,90,110,71112,95,134,1366,0,1,100,0.9063,0.4603,0.1,0.0081,0.1222,1,1,2.8149,1.0414,2.0414,0.9,-0.1492,0.9977,5
39,178,2627229,2627391,7998,558,343,889727,49,140,1400,0,1,40,0.0557,0.6448,0.858,0.0993,0.2491,0.4723,1,3.903,2.143,2.2095,0.142,-0.1309,1,3
346,357,900068,900098,182,29,30,22232,115,133,1370,0,1,40,0.5051,0.4485,0.3667,0.008,0.3793,1,1,2.2601,1.0414,1.4771,0.6333,-0.0457,0.5461,7
945,956,508640,508650,85,12,10,14041,139,181,1387,0,1,40,0.6215,0.2273,0.9091,0.0079,0.9167,1,0,1.9294,1.0414,1,-0.0909,0.2905,0.2173,3
1202,1215,1127580,1127599,119,24,20,13662,106,127,1364,0,1,175,0.2185,0.5182,0.6842,0.0095,0.5417,0.95,1,2.0756,1.1139,1.2787,0.3158,-0.1031,0.4089,2
1330,1334,1668998,1669028,73,15,30,8549,109,127,1358,0,1,40,0.0353,0.3917,0.1333,0.003,0.2667,1,1,1.8633,0.6021,1.4771,0.8667,-0.0851,0.2288,5
216,250,763872,763947,938,117,94,110127,102,133,1356,1,0,70,0.3186,0.6322,0.4533,0.0251,0.2906,0.7979,1,2.9722,1.5315,1.8751,0.5467,-0.0828,1,2
51,64,661248,661284,297,59,43,34779,110,127,1353,0,1,70,0.0754,0.3654,0.3611,0.0096,0.2203,0.8372,1,2.4728,1.1139,1.5563,0.6389,-0.0852,0.7512,7
109,121,560425,560445,124,18,20,13549,97,124,1352,1,0,70,0.1612,0.4833,0.6,0.0089,0.6667,1,1,2.0934,1.0792,1.301,0.4,-0.1464,0.3977,2
765,771,879259,879265,16,9,8,2069,123,140,1358,0,1,50,0.8645,0.5556,1,0.0044,0.6667,0.75,0.5,1.2041,0.7782,0.7782,0,0.0103,0.1449,4
1404,1410,5202306,5202324,85,9,18,8948,97,119,1627,0,1,40,0.2668,0.213,0.3333,0.0037,0.6667,1,1,1.9294,0.7782,1.2553,0.6667,-0.1776,0.215,1
41,206,4649858,4649920,5814,262,137,617639,44,127,1358,0,1,40,0.0604,0.4317,0.3758,0.1215,0.6298,0.4525,0,3.7645,2.2175,1.7924,-0.6242,-0.17,1,3
144,175,340581,340598,287,44,24,34599,112,133,1360,0,1,40,0.2118,0.4554,0.5484,0.0228,0.7046,0.7083,0,2.4579,1.4914,1.2305,-0.4516,-0.0582,0.8173,7
386,394,1304617,1304626,51,10,9,5795,100,133,1624,1,0,70,0.4754,0.2917,0.8889,0.0049,0.8,1,1,1.7076,0.9031,0.9542,0.1111,-0.1123,0.1773,6
626,635,2071945,2071956,76,14,11,8063,84,126,1362,1,0,120,0.9192,0.2323,0.8182,0.0066,0.6429,1,1,1.8808,0.9542,1.0414,0.1818,-0.1712,0.2051,1
41,212,2421444,2421508,5544,295,159,579951,43,125,1358,0,1,40,0.0604,0.4934,0.3743,0.1259,0.5797,0.4025,0,3.7438,2.233,1.8062,-0.6257,-0.1827,1,3
82,89,844704,844729,137,8,25,14907,92,126,1687,0,1,150,0.0972,0.2171,0.28,0.0041,0.875,1,1,2.1367,0.8451,1.3979,0.72,-0.1499,0.2998,1
553,567,745890,745905,165,16,15,16601,70,124,1632,1,0,100,0.6777,0.2143,0.9333,0.0086,0.875,1,1,2.2175,1.1461,1.1761,0.0667,-0.214,0.3509,6
973,989,707576,707600,150,47,28,19311,120,141,1374,0,1,40,0.5604,0.6094,0.6667,0.0116,0.3404,0.8571,1,2.1761,1.2041,1.3802,0.3333,0.0058,0.633,7
24,38,2563219,2563241,173,22,23,17100,85,111,1356,1,0,70,0.0354,0.4383,0.6364,0.0103,0.6364,0.9565,1,2.238,1.1461,1.3424,0.3636,-0.2278,0.5096,2
41,194,1711137,1711281,10913,634,359,1248379,25,141,1402,0,1,40,0.0585,0.5047,0.9412,0.1091,0.2413,0.4011,0,4.0379,2.1847,2.1584,-0.0588,-0.1063,1,3
1041,1059,3981657,3981677,114,31,24,13292,104,132,1364,1,0,80,0.4472,0.6833,0.9,0.0132,0.5806,0.8333,1,2.0569,1.2553,1.301,0.1,-0.0891,0.5951,6
375,388,428222,428235,59,20,15,5791,87,126,1360,1,0,300,0.5515,0.6509,1,0.0096,0.65,0.8667,0.5,1.7708,1.1139,1.1139,0,-0.2332,0.2914,7
1361,1380,183725,183734,103,28,13,10477,95,111,1690,0,1,70,0.3669,0.3977,0.4737,0.0112,0.6786,0.6923,0,2.0128,1.2787,0.9542,-0.5263,-0.2053,0.2942,7
1614,1638,676623,676657,655,33,35,49303,54,93,1687,1,0,80,0.0581,0.1973,0.7059,0.0142,0.7273,0.9714,1,2.8162,1.3802,1.5315,0.2941,-0.4119,0.9685,3
1289,1301,1132484,1132492,61,16,13,7145,105,127,1687,1,0,80,0.4576,0.3646,0.6667,0.0071,0.75,0.6154,0,1.7853,1.0792,0.9031,-0.3333,-0.0849,0.2018,7
83,93,1846280,1846289,61,12,10,6490,96,118,1356,1,0,70,0.1224,0.3222,0.9,0.0074,0.8333,0.9,0,1.7853,1,0.9542,-0.1,-0.1688,0.1954,2
621,633,2076516,2076679,969,124,163,103558,92,141,1364,0,1,100,0.9106,0.5046,0.0736,0.0088,0.0968,1,1,2.9863,1.0792,2.2122,0.9264,-0.1651,1,5
137,156,1093477,1093492,184,31,15,19460,96,118,1354,1,0,70,0.2024,0.3544,0.7895,0.014,0.6129,1,0,2.2648,1.2787,1.1761,-0.2105,-0.1737,0.4713,2
39,211,1292132,1292303,12012,607,362,1381722,30,141,1398,0,1,40,0.0558,0.5916,0.9942,0.123,0.2834,0.4724,0,4.0796,2.2355,2.233,-0.0058,-0.1013,1,3
39,214,1050670,1050830,13033,731,420,1508093,29,141,1398,0,1,40,0.0558,0.5345,0.9143,0.1252,0.2394,0.381,0,4.115,2.243,2.2041,-0.0857,-0.096,1,3
893,902,1664446,1664455,61,11,9,6682,92,133,1356,1,0,80,0.6696,0.2469,1,0.0066,0.8182,1,0.5,1.7853,0.9542,0.9542,0,-0.1442,0.1862,6
0,14,990037,990193,1183,80,162,91488,57,101,1687,1,0,80,0,0.4583,0.0897,0.0083,0.175,0.963,1,3.073,1.1461,2.1931,0.9103,-0.3958,1,7
39,215,2109173,2109236,6763,277,151,706929,42,124,1358,0,1,40,0.0574,0.3901,0.358,0.1296,0.6354,0.4172,0,3.8301,2.2455,1.7993,-0.6421,-0.1834,1,3
1677,1688,2086458,2086470,81,14,12,4712,14,87,1692,1,0,70,0.0047,0.3864,0.9167,0.0065,0.7857,1,1,1.9085,1.0414,1.0792,0.0833,-0.5455,0.2432,7
1027,1036,2835787,2835797,69,11,10,7446,87,127,1687,1,0,70,0.7718,0.2333,0.9,0.0053,0.8182,1,1,1.8389,0.9542,1,0.1,-0.1569,0.1954,7
321,329,679386,679391,17,12,5,2193,121,140,1358,0,1,50,0.4728,0.575,0.625,0.0059,0.6667,1,0,1.2305,0.9031,0.699,-0.375,0.0078,0.1483,4
3,223,333373,333576,21110,1138,597,2554885,21,148,1402,0,1,40,0.0043,0.5273,0.9227,0.1569,0.1933,0.34,0,4.3245,2.3424,2.3075,-0.0773,-0.0545,1,3
0,14,1007200,1007319,996,45,120,78978,59,106,1687,1,0,80,0,0.4022,0.1177,0.0083,0.3111,0.9917,1,2.9983,1.1461,2.0756,0.8824,-0.3805,0.9999,7
41,218,2098521,2098591,6937,253,135,722716,39,127,1358,0,1,40,0.0604,0.4401,0.3955,0.1303,0.6996,0.5185,0,3.8412,2.248,1.8451,-0.6045,-0.1861,1,3
1329,1334,1682919,1682947,89,16,28,10584,110,134,1356,0,1,40,0.0325,0.3643,0.1786,0.0037,0.3125,1,1,1.9494,0.699,1.4472,0.8214,-0.0709,0.2532,5
328,335,322285,322292,33,8,7,3806,102,134,1688,1,0,150,0.3886,0.3265,1,0.0041,0.875,1,0.5,1.5185,0.8451,0.8451,0,-0.099,0.156,7
1121,1135,507537,507548,114,17,11,11979,67,132,1688,1,0,70,0.6552,0.2597,0.7857,0.0083,0.8235,1,0,2.0569,1.1461,1.0414,-0.2143,-0.1791,0.2712,6
156,163,48235,48244,36,8,9,6430,172,189,1353,0,1,200,0.2306,0.4286,0.7778,0.0052,0.875,1,1,1.5563,0.8451,0.9542,0.2222,0.3954,0.1687,7
282,291,455871,455881,67,11,10,7391,96,125,1374,0,1,40,0.4105,0.2556,0.9,0.0066,0.8182,1,1,1.8261,0.9542,1,0.1,-0.1382,0.1954,6
1673,1687,1891620,1891638,86,23,18,6442,28,101,1692,1,0,70,0.0059,0.6587,0.7778,0.0083,0.6087,1,1,1.9345,1.1461,1.2553,0.2222,-0.4148,0.417,7
63,73,3947227,3947239,85,11,12,9693,95,133,1648,1,0,80,0.0765,0.2917,0.8333,0.0061,0.9091,1,1,1.9294,1,1.0792,0.1667,-0.1091,0.2288,6
1031,1045,621518,621530,115,15,12,11562,68,127,1688,1,0,70,0.7618,0.3155,0.8571,0.0083,0.9333,1,0,2.0607,1.1461,1.0792,-0.1429,-0.2145,0.2901,6
39,74,1206989,1207040,935,143,98,117325,119,135,1398,0,1,40,0.0558,0.4762,0.6863,0.025,0.2448,0.5204,1,2.9708,1.5441,1.7076,0.3137,-0.0197,0.9999,3
2,8,448681,448720,137,18,39,18013,121,143,1687,0,1,200,0.0024,0.4145,0.1539,0.0036,0.3333,1,1,2.1367,0.7782,1.5911,0.8461,0.0272,0.3882,7
184,205,1901970,1901975,58,22,7,7050,111,135,1356,1,0,70,0.2714,0.4476,0.2381,0.0155,0.9546,0.7143,0,1.7634,1.3222,0.699,-0.7619,-0.0504,0.2116,2
852,856,134988,134992,12,6,4,1335,99,127,1358,0,1,50,0.7393,0.25,1,0.003,0.6667,1,0.5,1.0792,0.6021,0.6021,0,-0.1309,0.1292,4
1065,1083,3029617,3029632,155,27,17,14896,83,126,1364,1,0,80,0.412,0.4259,0.8333,0.0132,0.6667,0.8824,0,2.1903,1.2553,1.1761,-0.1667,-0.2492,0.4465,6
212,222,1116878,1116892,62,14,14,6819,98,124,1354,1,0,70,0.3131,0.5571,0.7143,0.0074,0.7143,1,1,1.7924,1,1.1461,0.2857,-0.1408,0.2532,2
449,549,2212600,2212608,368,110,35,43968,111,133,1356,0,1,40,0.6622,0.54,0.08,0.0737,0.9091,0.2286,0,2.5659,2,0.9031,-0.92,-0.0666,0.965,7
281,339,2295428,2295433,122,58,13,14877,116,134,1356,0,1,40,0.4144,0.5793,0.0862,0.0428,1,0.3846,0,2.0864,1.7634,0.699,-0.9138,-0.0473,0.4796,7
481,503,1342944,1342971,243,43,34,27326,104,126,1602,0,1,40,0.6005,0.5909,0.8148,0.0137,0.5116,0.7941,1,2.3856,1.3424,1.4314,0.1852,-0.1215,0.8749,7
703,718,618132,618148,112,23,17,11154,87,111,1356,1,0,70,0.941,0.5333,0.9375,0.0111,0.6522,0.9412,1,2.0492,1.1761,1.2041,0.0625,-0.222,0.3977,2
125,134,1334420,1334443,156,20,23,18654,101,141,1352,1,0,80,0.1849,0.2464,0.3913,0.0067,0.45,1,1,2.1931,0.9542,1.3617,0.6087,-0.0658,0.3464,1
43,52,86284,86313,153,13,29,17753,101,134,1687,0,1,200,0.051,0.4138,0.3103,0.0053,0.6923,1,1,2.1847,0.9542,1.4624,0.6897,-0.0935,0.4317,1
844,868,71768,71798,360,52,48,45627,113,141,1687,0,1,200,0.971,0.5,0.8,0.0142,0.4615,0.625,1,2.5563,1.3802,1.4771,0.2,-0.0098,0.9419,7
15,32,1003575,1003594,132,18,20,14926,105,124,1387,0,1,40,0.0216,0.5913,0.8947,0.0123,0.9444,0.95,1,2.1206,1.2305,1.2787,0.1053,-0.1166,0.5345,7
39,212,2244009,2244082,6827,276,141,711671,40,124,1358,0,1,40,0.0574,0.4594,0.422,0.1274,0.6268,0.5177,0,3.8342,2.238,1.8633,-0.578,-0.1856,1,3
922,941,2253261,2253265,52,19,7,5111,89,110,1360,1,0,80,0.6162,0.3158,0.2105,0.014,1,0.5714,0,1.716,1.2787,0.6021,-0.7895,-0.2321,0.1812,7
1617,1628,2095494,2095507,89,14,13,7804,77,100,1658,1,0,100,0.0362,0.3776,0.8461,0.0066,0.7857,1,1,1.9494,1.0414,1.1139,0.1539,-0.315,0.257,1
41,212,2609514,2609580,5951,302,136,617708,38,124,1356,0,1,40,0.0605,0.4727,0.386,0.1261,0.5662,0.4853,0,3.7746,2.233,1.8195,-0.614,-0.1891,1,7
225,241,1301932,1301945,85,23,16,8566,93,111,1358,1,0,70,0.3314,0.5914,0.8125,0.0118,0.6956,0.8125,0,1.9294,1.2041,1.1139,-0.1875,-0.2127,0.3479,2
90,104,751059,751132,552,38,76,59750,79,134,1687,0,1,150,0.1067,0.4599,0.1918,0.0083,0.3684,0.9605,1,2.7419,1.1461,1.8633,0.8082,-0.1543,0.9918,1
1179,1191,1223690,1223696,42,14,7,5558,127,140,1360,0,1,50,0.2485,0.4167,0.5,0.0088,0.8571,0.8571,0,1.6233,1.0792,0.7782,-0.5,0.0338,0.1773,4
39,214,2350467,2350536,6472,243,129,673434,44,124,1356,0,1,40,0.0575,0.464,0.3943,0.1291,0.7202,0.5349,0,3.811,2.243,1.8389,-0.6057,-0.1871,1,3
1068,1083,1539081,1539097,101,27,17,13866,128,149,1366,1,0,70,0.4144,0.5792,0.9375,0.011,0.5556,0.9412,1,2.0043,1.1761,1.2041,0.0625,0.0726,0.3977,7
540,563,1469856,1469884,373,61,42,42582,107,127,1604,0,1,40,0.6733,0.4208,0.8214,0.0143,0.3771,0.6667,1,2.5717,1.3617,1.4472,0.1786,-0.1081,0.9071,7
1203,1218,75224,75234,109,18,11,11425,71,133,1684,1,0,70,0.5534,0.2733,0.6667,0.0089,0.8333,0.9091,0,2.0374,1.1761,1,-0.3333,-0.1811,0.266,6
68,206,7754878,7754931,4396,179,100,474761,68,127,1358,0,1,40,0.1001,0.399,0.3841,0.1016,0.771,0.53,0,3.6431,2.1399,1.7243,-0.6159,-0.1563,1,3
39,217,1803992,1804079,6816,333,162,699635,36,126,1358,0,1,40,0.0574,0.5599,0.4888,0.1311,0.5345,0.537,0,3.8335,2.2504,1.9395,-0.5112,-0.1981,1,3
1260,1271,552783,552815,208,24,32,22478,84,126,1350,0,1,50,0.117,0.4091,0.3438,0.0082,0.4583,1,1,2.3181,1.0414,1.5051,0.6563,-0.1557,0.5822,1
974,985,3149617,3149629,101,15,12,10160,66,133,1692,1,0,70,0.8357,0.2349,0.9167,0.0065,0.7333,1,1,2.0043,1.0414,1.0792,0.0833,-0.2141,0.2432,7
1039,1048,1338444,1338453,66,10,9,7683,101,130,1362,1,0,120,0.4611,0.1852,1,0.0066,0.9,1,0.5,1.8195,0.9542,0.9542,0,-0.0905,0.1862,7
221,245,638591,638600,72,36,12,9217,120,140,1352,0,1,40,0.3269,0.6667,0.375,0.0178,0.6667,0.75,0,1.8573,1.3802,0.9542,-0.625,0.0001,0.3601,7
1257,1275,180920,180939,160,55,32,19189,112,135,1356,0,1,40,0.1195,0.5322,0.9474,0.0133,0.3273,0.5938,1,2.2041,1.2553,1.2787,0.0526,-0.063,0.5659,7
